Id;Username;Email;Body
2436;user_5_5;amos_krajcik@kemmer-damore.example;Only the educated are free.
2435;user_5_5;amos_krajcik@kemmer-damore.example;Rhetoric is the art of ruling the minds of men.
"2434;user_5_5;amos_krajcik@kemmer-damore.example;Quality is not an act, it is a habit."
2433;user_5_5;amos_krajcik@kemmer-damore.example;There was never a genius without a tincture of madness.
2432;user_5_5;amos_krajcik@kemmer-damore.example;A few vices are sufficient to darken many virtues.
2431;user_5_5;amos_krajcik@kemmer-damore.example;It is impossible to begin to learn that which one thinks one already knows.
2430;user_5_5;amos_krajcik@kemmer-damore.example;The secret to humor is surprise.
"2429;user_5_5;amos_krajcik@kemmer-damore.example;Quality is not an act, it is a habit."
2428;user_5_5;amos_krajcik@kemmer-damore.example;The secret to humor is surprise.
"2427;user_5_5;amos_krajcik@kemmer-damore.example;Know how to listen, and you will profit even from those who talk badly."
2426;user_5_5;amos_krajcik@kemmer-damore.example;Good habits formed at youth make all the difference.
2425;user_5_5;amos_krajcik@kemmer-damore.example;The unexamined life is not worth living.
2424;user_5_5;amos_krajcik@kemmer-damore.example;Only the educated are free.
"2423;user_5_5;amos_krajcik@kemmer-damore.example;Dignity does not consist in possessing honors, but in deserving them."
2422;user_5_5;amos_krajcik@kemmer-damore.example;Love is composed of a single soul inhabiting two bodies.
2421;user_5_5;amos_krajcik@kemmer-damore.example;Beware the barrenness of a busy life.
2420;user_5_5;amos_krajcik@kemmer-damore.example;Control thy passions lest they take vengence on thee.
2419;user_5_5;amos_krajcik@kemmer-damore.example;The secret to humor is surprise.
2418;user_5_5;amos_krajcik@kemmer-damore.example;A few vices are sufficient to darken many virtues.
2417;user_5_5;amos_krajcik@kemmer-damore.example;Most people would rather give than get affection.
2416;user_5_5;amos_krajcik@kemmer-damore.example;A few vices are sufficient to darken many virtues.
"2415;user_5_5;amos_krajcik@kemmer-damore.example;Dignity does not consist in possessing honors, but in deserving them."
2414;user_5_5;amos_krajcik@kemmer-damore.example;Beware the barrenness of a busy life.
2413;user_5_5;amos_krajcik@kemmer-damore.example;The secret to humor is surprise.
2412;user_5_5;amos_krajcik@kemmer-damore.example;Beware the barrenness of a busy life.
"2411;user_5_5;amos_krajcik@kemmer-damore.example;Know how to listen, and you will profit even from those who talk badly."
"2410;user_5_5;amos_krajcik@kemmer-damore.example;The virtue of justice consists in moderation, as regulated by wisdom."
2409;user_5_5;amos_krajcik@kemmer-damore.example;A few vices are sufficient to darken many virtues.
2408;user_5_5;amos_krajcik@kemmer-damore.example;Most people would rather give than get affection.
2407;user_5_5;amos_krajcik@kemmer-damore.example;A few vices are sufficient to darken many virtues.
2406;user_5_5;amos_krajcik@kemmer-damore.example;Good habits formed at youth make all the difference.
"2405;user_5_5;amos_krajcik@kemmer-damore.example;Dignity does not consist in possessing honors, but in deserving them."
2404;user_5_5;amos_krajcik@kemmer-damore.example;The unexamined life is not worth living.
2403;user_5_5;amos_krajcik@kemmer-damore.example;A few vices are sufficient to darken many virtues.
2402;user_5_5;amos_krajcik@kemmer-damore.example;The secret to humor is surprise.
"2401;user_5_5;amos_krajcik@kemmer-damore.example;Dignity does not consist in possessing honors, but in deserving them."
"2400;user_5_4;terrence@schumm-gleichner.example;Quality is not an act, it is a habit."
"2399;user_5_4;terrence@schumm-gleichner.example;The virtue of justice consists in moderation, as regulated by wisdom."
2398;user_5_4;terrence@schumm-gleichner.example;A few vices are sufficient to darken many virtues.
2397;user_5_4;terrence@schumm-gleichner.example;The mind is not a vessel to be filled but a fire to be kindled.
2396;user_5_4;terrence@schumm-gleichner.example;There was never a genius without a tincture of madness.
"2395;user_5_4;terrence@schumm-gleichner.example;Dignity does not consist in possessing honors, but in deserving them."
2394;user_5_4;terrence@schumm-gleichner.example;Rhetoric is the art of ruling the minds of men.
2393;user_5_4;terrence@schumm-gleichner.example;Good habits formed at youth make all the difference.
2392;user_5_4;terrence@schumm-gleichner.example;It is impossible to begin to learn that which one thinks one already knows.
2391;user_5_4;terrence@schumm-gleichner.example;Good habits formed at youth make all the difference.
2390;user_5_4;terrence@schumm-gleichner.example;Only the educated are free.
"2389;user_5_4;terrence@schumm-gleichner.example;It's not what happens to you, but how you react to it that matters."
2388;user_5_4;terrence@schumm-gleichner.example;A few vices are sufficient to darken many virtues.
"2387;user_5_4;terrence@schumm-gleichner.example;Dignity does not consist in possessing honors, but in deserving them."
2386;user_5_4;terrence@schumm-gleichner.example;Only the educated are free.
"2385;user_5_4;terrence@schumm-gleichner.example;The virtue of justice consists in moderation, as regulated by wisdom."
2384;user_5_4;terrence@schumm-gleichner.example;The mind is not a vessel to be filled but a fire to be kindled.
2383;user_5_4;terrence@schumm-gleichner.example;Beware the barrenness of a busy life.
"2382;user_5_4;terrence@schumm-gleichner.example;The virtue of justice consists in moderation, as regulated by wisdom."
2381;user_5_4;terrence@schumm-gleichner.example;A few vices are sufficient to darken many virtues.
2380;user_5_4;terrence@schumm-gleichner.example;Philosophy is the highest music.
2379;user_5_4;terrence@schumm-gleichner.example;The unexamined life is not worth living.
2378;user_5_4;terrence@schumm-gleichner.example;Most people would rather give than get affection.
2377;user_5_4;terrence@schumm-gleichner.example;A few vices are sufficient to darken many virtues.
2376;user_5_4;terrence@schumm-gleichner.example;Rhetoric is the art of ruling the minds of men.
"2375;user_5_4;terrence@schumm-gleichner.example;The virtue of justice consists in moderation, as regulated by wisdom."
2374;user_5_4;terrence@schumm-gleichner.example;A few vices are sufficient to darken many virtues.
"2373;user_5_4;terrence@schumm-gleichner.example;Quality is not an act, it is a habit."
2372;user_5_4;terrence@schumm-gleichner.example;It is impossible to begin to learn that which one thinks one already knows.
2371;user_5_4;terrence@schumm-gleichner.example;Pleasure in the job puts perfection in the work.
"2370;user_5_4;terrence@schumm-gleichner.example;The virtue of justice consists in moderation, as regulated by wisdom."
2369;user_5_4;terrence@schumm-gleichner.example;Philosophy is the highest music.
"2368;user_5_4;terrence@schumm-gleichner.example;It's not what happens to you, but how you react to it that matters."
2367;user_5_4;terrence@schumm-gleichner.example;It is impossible to begin to learn that which one thinks one already knows.
2366;user_5_4;terrence@schumm-gleichner.example;The mind is not a vessel to be filled but a fire to be kindled.
"2365;user_5_4;terrence@schumm-gleichner.example;Dignity does not consist in possessing honors, but in deserving them."
2364;user_5_4;terrence@schumm-gleichner.example;Philosophy is the highest music.
"2363;user_5_4;terrence@schumm-gleichner.example;It's not what happens to you, but how you react to it that matters."
"2362;user_5_4;terrence@schumm-gleichner.example;The virtue of justice consists in moderation, as regulated by wisdom."
2361;user_5_4;terrence@schumm-gleichner.example;Rhetoric is the art of ruling the minds of men.
2360;user_5_4;terrence@schumm-gleichner.example;It is impossible to begin to learn that which one thinks one already knows.
2359;user_5_4;terrence@schumm-gleichner.example;Most people would rather give than get affection.
"2358;user_5_4;terrence@schumm-gleichner.example;Quality is not an act, it is a habit."
2357;user_5_4;terrence@schumm-gleichner.example;Rhetoric is the art of ruling the minds of men.
2356;user_5_4;terrence@schumm-gleichner.example;Good habits formed at youth make all the difference.
"2355;user_5_4;terrence@schumm-gleichner.example;It's not what happens to you, but how you react to it that matters."
2354;user_5_4;terrence@schumm-gleichner.example;Control thy passions lest they take vengence on thee.
"2353;user_5_4;terrence@schumm-gleichner.example;Dignity does not consist in possessing honors, but in deserving them."
2352;user_5_4;terrence@schumm-gleichner.example;The secret to humor is surprise.
2351;user_5_4;terrence@schumm-gleichner.example;Only the educated are free.
2350;user_5_4;terrence@schumm-gleichner.example;The unexamined life is not worth living.
2349;user_5_4;terrence@schumm-gleichner.example;Love is composed of a single soul inhabiting two bodies.
"2348;user_5_4;terrence@schumm-gleichner.example;Quality is not an act, it is a habit."
2347;user_5_4;terrence@schumm-gleichner.example;Good habits formed at youth make all the difference.
2346;user_5_4;terrence@schumm-gleichner.example;Only the educated are free.
2345;user_5_4;terrence@schumm-gleichner.example;There was never a genius without a tincture of madness.
2344;user_5_4;terrence@schumm-gleichner.example;Most people would rather give than get affection.
"2343;user_5_4;terrence@schumm-gleichner.example;It's not what happens to you, but how you react to it that matters."
2342;user_5_4;terrence@schumm-gleichner.example;Only the educated are free.
"2341;user_5_4;terrence@schumm-gleichner.example;Dignity does not consist in possessing honors, but in deserving them."
2340;user_5_4;terrence@schumm-gleichner.example;The mind is not a vessel to be filled but a fire to be kindled.
2339;user_5_4;terrence@schumm-gleichner.example;The unexamined life is not worth living.
"2338;user_5_4;terrence@schumm-gleichner.example;Know how to listen, and you will profit even from those who talk badly."
2337;user_5_4;terrence@schumm-gleichner.example;Most people would rather give than get affection.
"2336;user_5_4;terrence@schumm-gleichner.example;It's not what happens to you, but how you react to it that matters."
"2335;user_5_4;terrence@schumm-gleichner.example;Dignity does not consist in possessing honors, but in deserving them."
2334;user_5_4;terrence@schumm-gleichner.example;Philosophy is the highest music.
2333;user_5_4;terrence@schumm-gleichner.example;It is impossible to begin to learn that which one thinks one already knows.
"2332;user_5_4;terrence@schumm-gleichner.example;Know how to listen, and you will profit even from those who talk badly."
2331;user_5_4;terrence@schumm-gleichner.example;Only the educated are free.
"2330;user_5_4;terrence@schumm-gleichner.example;It's not what happens to you, but how you react to it that matters."
"2329;user_5_4;terrence@schumm-gleichner.example;Quality is not an act, it is a habit."
2328;user_5_4;terrence@schumm-gleichner.example;Love is composed of a single soul inhabiting two bodies.
2327;user_5_4;terrence@schumm-gleichner.example;Philosophy is the highest music.
2326;user_5_4;terrence@schumm-gleichner.example;Love is composed of a single soul inhabiting two bodies.
2325;user_5_4;terrence@schumm-gleichner.example;Pleasure in the job puts perfection in the work.
2324;user_5_4;terrence@schumm-gleichner.example;A few vices are sufficient to darken many virtues.
2323;user_5_4;terrence@schumm-gleichner.example;Most people would rather give than get affection.
"2322;user_5_4;terrence@schumm-gleichner.example;Dignity does not consist in possessing honors, but in deserving them."
"2321;user_5_4;terrence@schumm-gleichner.example;It's not what happens to you, but how you react to it that matters."
"2320;user_5_4;terrence@schumm-gleichner.example;The virtue of justice consists in moderation, as regulated by wisdom."
2319;user_5_4;terrence@schumm-gleichner.example;Love is composed of a single soul inhabiting two bodies.
2318;user_5_4;terrence@schumm-gleichner.example;Rhetoric is the art of ruling the minds of men.
2317;user_5_4;terrence@schumm-gleichner.example;A few vices are sufficient to darken many virtues.
2316;user_5_4;terrence@schumm-gleichner.example;Philosophy is the highest music.
"2315;user_5_4;terrence@schumm-gleichner.example;Quality is not an act, it is a habit."
2314;user_5_4;terrence@schumm-gleichner.example;Philosophy is the highest music.
2313;user_5_4;terrence@schumm-gleichner.example;The secret to humor is surprise.
2312;user_5_4;terrence@schumm-gleichner.example;Philosophy is the highest music.
2311;user_5_4;terrence@schumm-gleichner.example;The unexamined life is not worth living.
2310;user_5_4;terrence@schumm-gleichner.example;A few vices are sufficient to darken many virtues.
2309;user_5_4;terrence@schumm-gleichner.example;Love is composed of a single soul inhabiting two bodies.
"2308;user_5_4;terrence@schumm-gleichner.example;The virtue of justice consists in moderation, as regulated by wisdom."
2307;user_5_4;terrence@schumm-gleichner.example;Beware the barrenness of a busy life.
"2306;user_5_4;terrence@schumm-gleichner.example;The virtue of justice consists in moderation, as regulated by wisdom."
"2305;user_5_4;terrence@schumm-gleichner.example;Quality is not an act, it is a habit."
2304;user_5_4;terrence@schumm-gleichner.example;It is impossible to begin to learn that which one thinks one already knows.
2303;user_5_4;terrence@schumm-gleichner.example;Rhetoric is the art of ruling the minds of men.
"2302;user_5_4;terrence@schumm-gleichner.example;Know how to listen, and you will profit even from those who talk badly."
2301;user_5_4;terrence@schumm-gleichner.example;Pleasure in the job puts perfection in the work.
2300;user_5_3;lala@labadie.example;A few vices are sufficient to darken many virtues.
2299;user_5_3;lala@labadie.example;There was never a genius without a tincture of madness.
"2298;user_5_3;lala@labadie.example;Know how to listen, and you will profit even from those who talk badly."
2297;user_5_3;lala@labadie.example;Beware the barrenness of a busy life.
2296;user_5_3;lala@labadie.example;The secret to humor is surprise.
2295;user_5_3;lala@labadie.example;The mind is not a vessel to be filled but a fire to be kindled.
2294;user_5_3;lala@labadie.example;There was never a genius without a tincture of madness.
2293;user_5_3;lala@labadie.example;Control thy passions lest they take vengence on thee.
2292;user_5_3;lala@labadie.example;Pleasure in the job puts perfection in the work.
2291;user_5_3;lala@labadie.example;A few vices are sufficient to darken many virtues.
"2290;user_5_3;lala@labadie.example;It's not what happens to you, but how you react to it that matters."
2289;user_5_3;lala@labadie.example;Most people would rather give than get affection.
"2288;user_5_3;lala@labadie.example;Dignity does not consist in possessing honors, but in deserving them."
2287;user_5_3;lala@labadie.example;Most people would rather give than get affection.
"2286;user_5_3;lala@labadie.example;The virtue of justice consists in moderation, as regulated by wisdom."
2285;user_5_3;lala@labadie.example;Pleasure in the job puts perfection in the work.
2284;user_5_3;lala@labadie.example;Rhetoric is the art of ruling the minds of men.
"2283;user_5_3;lala@labadie.example;Know how to listen, and you will profit even from those who talk badly."
2282;user_5_3;lala@labadie.example;Control thy passions lest they take vengence on thee.
2281;user_5_3;lala@labadie.example;There was never a genius without a tincture of madness.
2280;user_5_3;lala@labadie.example;The unexamined life is not worth living.
2279;user_5_3;lala@labadie.example;A few vices are sufficient to darken many virtues.
2278;user_5_3;lala@labadie.example;Pleasure in the job puts perfection in the work.
2277;user_5_3;lala@labadie.example;Philosophy is the highest music.
"2276;user_5_3;lala@labadie.example;Know how to listen, and you will profit even from those who talk badly."
2275;user_5_3;lala@labadie.example;Love is composed of a single soul inhabiting two bodies.
2274;user_5_3;lala@labadie.example;Philosophy is the highest music.
"2273;user_5_3;lala@labadie.example;It's not what happens to you, but how you react to it that matters."
2272;user_5_3;lala@labadie.example;Pleasure in the job puts perfection in the work.
"2271;user_5_3;lala@labadie.example;Dignity does not consist in possessing honors, but in deserving them."
2270;user_5_3;lala@labadie.example;It is impossible to begin to learn that which one thinks one already knows.
"2269;user_5_3;lala@labadie.example;Know how to listen, and you will profit even from those who talk badly."
"2268;user_5_3;lala@labadie.example;Quality is not an act, it is a habit."
2267;user_5_3;lala@labadie.example;The secret to humor is surprise.
"2266;user_5_3;lala@labadie.example;The virtue of justice consists in moderation, as regulated by wisdom."
2265;user_5_3;lala@labadie.example;Pleasure in the job puts perfection in the work.
2264;user_5_3;lala@labadie.example;A few vices are sufficient to darken many virtues.
2263;user_5_3;lala@labadie.example;The unexamined life is not worth living.
"2262;user_5_3;lala@labadie.example;It's not what happens to you, but how you react to it that matters."
2261;user_5_3;lala@labadie.example;The mind is not a vessel to be filled but a fire to be kindled.
2260;user_5_3;lala@labadie.example;Love is composed of a single soul inhabiting two bodies.
"2259;user_5_3;lala@labadie.example;Dignity does not consist in possessing honors, but in deserving them."
2258;user_5_3;lala@labadie.example;Most people would rather give than get affection.
2257;user_5_3;lala@labadie.example;The mind is not a vessel to be filled but a fire to be kindled.
"2256;user_5_3;lala@labadie.example;Know how to listen, and you will profit even from those who talk badly."
"2255;user_5_3;lala@labadie.example;The virtue of justice consists in moderation, as regulated by wisdom."
2254;user_5_3;lala@labadie.example;There was never a genius without a tincture of madness.
2253;user_5_3;lala@labadie.example;The unexamined life is not worth living.
2252;user_5_3;lala@labadie.example;Philosophy is the highest music.
2251;user_5_3;lala@labadie.example;Beware the barrenness of a busy life.
2250;user_5_3;lala@labadie.example;Control thy passions lest they take vengence on thee.
2249;user_5_3;lala@labadie.example;Good habits formed at youth make all the difference.
2248;user_5_3;lala@labadie.example;It is impossible to begin to learn that which one thinks one already knows.
2247;user_5_3;lala@labadie.example;Pleasure in the job puts perfection in the work.
2246;user_5_3;lala@labadie.example;Only the educated are free.
2245;user_5_3;lala@labadie.example;Rhetoric is the art of ruling the minds of men.
2244;user_5_3;lala@labadie.example;Good habits formed at youth make all the difference.
"2243;user_5_3;lala@labadie.example;It's not what happens to you, but how you react to it that matters."
2242;user_5_3;lala@labadie.example;Rhetoric is the art of ruling the minds of men.
2241;user_5_3;lala@labadie.example;Most people would rather give than get affection.
"2240;user_5_3;lala@labadie.example;Quality is not an act, it is a habit."
2239;user_5_3;lala@labadie.example;Control thy passions lest they take vengence on thee.
"2238;user_5_3;lala@labadie.example;It's not what happens to you, but how you react to it that matters."
"2237;user_5_3;lala@labadie.example;It's not what happens to you, but how you react to it that matters."
2236;user_5_3;lala@labadie.example;Pleasure in the job puts perfection in the work.
2235;user_5_3;lala@labadie.example;Rhetoric is the art of ruling the minds of men.
2234;user_5_3;lala@labadie.example;Control thy passions lest they take vengence on thee.
"2233;user_5_3;lala@labadie.example;The virtue of justice consists in moderation, as regulated by wisdom."
"2232;user_5_3;lala@labadie.example;Quality is not an act, it is a habit."
2231;user_5_3;lala@labadie.example;Most people would rather give than get affection.
2230;user_5_3;lala@labadie.example;The unexamined life is not worth living.
"2229;user_5_3;lala@labadie.example;The virtue of justice consists in moderation, as regulated by wisdom."
"2228;user_5_3;lala@labadie.example;Quality is not an act, it is a habit."
2227;user_5_3;lala@labadie.example;A few vices are sufficient to darken many virtues.
2226;user_5_3;lala@labadie.example;It is impossible to begin to learn that which one thinks one already knows.
2225;user_5_3;lala@labadie.example;The secret to humor is surprise.
"2224;user_5_3;lala@labadie.example;It's not what happens to you, but how you react to it that matters."
"2223;user_5_3;lala@labadie.example;Dignity does not consist in possessing honors, but in deserving them."
2222;user_5_3;lala@labadie.example;The unexamined life is not worth living.
2221;user_5_3;lala@labadie.example;Philosophy is the highest music.
2220;user_5_3;lala@labadie.example;Beware the barrenness of a busy life.
2219;user_5_3;lala@labadie.example;The secret to humor is surprise.
2218;user_5_3;lala@labadie.example;A few vices are sufficient to darken many virtues.
2217;user_5_3;lala@labadie.example;Only the educated are free.
"2216;user_5_3;lala@labadie.example;Dignity does not consist in possessing honors, but in deserving them."
2215;user_5_3;lala@labadie.example;There was never a genius without a tincture of madness.
2214;user_5_3;lala@labadie.example;It is impossible to begin to learn that which one thinks one already knows.
2213;user_5_3;lala@labadie.example;Most people would rather give than get affection.
"2212;user_5_3;lala@labadie.example;The virtue of justice consists in moderation, as regulated by wisdom."
2211;user_5_3;lala@labadie.example;Love is composed of a single soul inhabiting two bodies.
2210;user_5_3;lala@labadie.example;Most people would rather give than get affection.
2209;user_5_3;lala@labadie.example;Love is composed of a single soul inhabiting two bodies.
"2208;user_5_3;lala@labadie.example;Dignity does not consist in possessing honors, but in deserving them."
"2207;user_5_3;lala@labadie.example;It's not what happens to you, but how you react to it that matters."
2206;user_5_3;lala@labadie.example;Love is composed of a single soul inhabiting two bodies.
"2205;user_5_3;lala@labadie.example;Know how to listen, and you will profit even from those who talk badly."
2204;user_5_3;lala@labadie.example;Control thy passions lest they take vengence on thee.
2203;user_5_3;lala@labadie.example;Only the educated are free.
"2202;user_5_3;lala@labadie.example;It's not what happens to you, but how you react to it that matters."
2201;user_5_3;lala@labadie.example;A few vices are sufficient to darken many virtues.
2200;user_5_2;nelson@koss-rogahn.test;Love is composed of a single soul inhabiting two bodies.
2199;user_5_2;nelson@koss-rogahn.test;Good habits formed at youth make all the difference.
"2198;user_5_2;nelson@koss-rogahn.test;Dignity does not consist in possessing honors, but in deserving them."
2197;user_5_2;nelson@koss-rogahn.test;A few vices are sufficient to darken many virtues.
"2196;user_5_2;nelson@koss-rogahn.test;It's not what happens to you, but how you react to it that matters."
2195;user_5_2;nelson@koss-rogahn.test;Good habits formed at youth make all the difference.
"2194;user_5_2;nelson@koss-rogahn.test;Dignity does not consist in possessing honors, but in deserving them."
"2193;user_5_2;nelson@koss-rogahn.test;Know how to listen, and you will profit even from those who talk badly."
2192;user_5_2;nelson@koss-rogahn.test;Pleasure in the job puts perfection in the work.
2191;user_5_2;nelson@koss-rogahn.test;The secret to humor is surprise.
"2190;user_5_2;nelson@koss-rogahn.test;It's not what happens to you, but how you react to it that matters."
2189;user_5_2;nelson@koss-rogahn.test;The unexamined life is not worth living.
2188;user_5_2;nelson@koss-rogahn.test;Philosophy is the highest music.
2187;user_5_2;nelson@koss-rogahn.test;The unexamined life is not worth living.
"2186;user_5_2;nelson@koss-rogahn.test;The virtue of justice consists in moderation, as regulated by wisdom."
2185;user_5_2;nelson@koss-rogahn.test;Philosophy is the highest music.
2184;user_5_2;nelson@koss-rogahn.test;There was never a genius without a tincture of madness.
2183;user_5_2;nelson@koss-rogahn.test;Beware the barrenness of a busy life.
2182;user_5_2;nelson@koss-rogahn.test;There was never a genius without a tincture of madness.
"2181;user_5_2;nelson@koss-rogahn.test;Dignity does not consist in possessing honors, but in deserving them."
2180;user_5_2;nelson@koss-rogahn.test;Beware the barrenness of a busy life.
2179;user_5_2;nelson@koss-rogahn.test;Pleasure in the job puts perfection in the work.
2178;user_5_2;nelson@koss-rogahn.test;Love is composed of a single soul inhabiting two bodies.
"2177;user_5_2;nelson@koss-rogahn.test;Quality is not an act, it is a habit."
2176;user_5_2;nelson@koss-rogahn.test;Pleasure in the job puts perfection in the work.
2175;user_5_2;nelson@koss-rogahn.test;The secret to humor is surprise.
2174;user_5_2;nelson@koss-rogahn.test;The secret to humor is surprise.
"2173;user_5_2;nelson@koss-rogahn.test;Dignity does not consist in possessing honors, but in deserving them."
2172;user_5_2;nelson@koss-rogahn.test;The unexamined life is not worth living.
2171;user_5_2;nelson@koss-rogahn.test;Philosophy is the highest music.
2170;user_5_2;nelson@koss-rogahn.test;The unexamined life is not worth living.
2169;user_5_2;nelson@koss-rogahn.test;Only the educated are free.
"2168;user_5_2;nelson@koss-rogahn.test;It's not what happens to you, but how you react to it that matters."
2167;user_5_2;nelson@koss-rogahn.test;Most people would rather give than get affection.
2166;user_5_2;nelson@koss-rogahn.test;Only the educated are free.
2165;user_5_2;nelson@koss-rogahn.test;Pleasure in the job puts perfection in the work.
2164;user_5_2;nelson@koss-rogahn.test;A few vices are sufficient to darken many virtues.
2163;user_5_2;nelson@koss-rogahn.test;Pleasure in the job puts perfection in the work.
"2162;user_5_2;nelson@koss-rogahn.test;It's not what happens to you, but how you react to it that matters."
2161;user_5_2;nelson@koss-rogahn.test;Most people would rather give than get affection.
"2160;user_5_2;nelson@koss-rogahn.test;It's not what happens to you, but how you react to it that matters."
